height,timestamp,human_date,txs_count,vm_status,type,gas_used,max_gas_amount,gas_unit_price
19000046,1667218243266470,2022-10-31T12:10:43,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000047,1667218243266470,2022-10-31T12:10:43,11,Executed successfully,user_transaction,4701,10000,101
19000048,1667218243266470,2022-10-31T12:10:43,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000049,1667218243516249,2022-10-31T12:10:43,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000050,1667218243516249,2022-10-31T12:10:43,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000051,1667218243694725,2022-10-31T12:10:43,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000052,1667218243694725,2022-10-31T12:10:43,12,Executed successfully,user_transaction,6299,10000,101
19000053,1667218243694725,2022-10-31T12:10:43,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000054,1667218244011392,2022-10-31T12:10:44,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000055,1667218244011392,2022-10-31T12:10:44,10,Executed successfully,user_transaction,3160,10000,101
19000056,1667218244011392,2022-10-31T12:10:44,10,Executed successfully,user_transaction,5456,10000,101
19000057,1667218244011392,2022-10-31T12:10:44,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000058,1667218244247840,2022-10-31T12:10:44,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000059,1667218244247840,2022-10-31T12:10:44,5,Executed successfully,user_transaction,1538,2000,101
19000060,1667218244247840,2022-10-31T12:10:44,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000061,1667218244461702,2022-10-31T12:10:44,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000062,1667218244461702,2022-10-31T12:10:44,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000063,1667218244700477,2022-10-31T12:10:44,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000064,1667218244700477,2022-10-31T12:10:44,5,Executed successfully,user_transaction,1878,3688,101
19000065,1667218244700477,2022-10-31T12:10:44,5,Executed successfully,user_transaction,1538,2000,101
19000066,1667218244700477,2022-10-31T12:10:44,6,Executed successfully,user_transaction,2161,4128,100
19000067,1667218244700477,2022-10-31T12:10:44,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000068,1667218244921596,2022-10-31T12:10:44,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000069,1667218244921596,2022-10-31T12:10:44,8,Executed successfully,user_transaction,3474,6820,101
19000070,1667218244921596,2022-10-31T12:10:44,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000071,1667218245223002,2022-10-31T12:10:45,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000072,1667218245223002,2022-10-31T12:10:45,12,Executed successfully,user_transaction,6299,10000,101
19000073,1667218245223002,2022-10-31T12:10:45,8,Executed successfully,user_transaction,3216,3742,100
19000074,1667218245223002,2022-10-31T12:10:45,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000075,1667218245453213,2022-10-31T12:10:45,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000076,1667218245453213,2022-10-31T12:10:45,5,Executed successfully,user_transaction,918,200000,150
19000077,1667218245453213,2022-10-31T12:10:45,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000078,1667218245672936,2022-10-31T12:10:45,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000079,1667218245672936,2022-10-31T12:10:45,5,Executed successfully,user_transaction,1878,20000,101
19000080,1667218245672936,2022-10-31T12:10:45,14,Executed successfully,user_transaction,4048,7968,101
19000081,1667218245672936,2022-10-31T12:10:45,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000082,1667218245901950,2022-10-31T12:10:45,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000083,1667218245901950,2022-10-31T12:10:45,5,Executed successfully,user_transaction,589,10000,101
19000084,1667218245901950,2022-10-31T12:10:45,11,Executed successfully,user_transaction,4701,10000,101
19000085,1667218245901950,2022-10-31T12:10:45,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000086,1667218246156116,2022-10-31T12:10:46,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000087,1667218246156116,2022-10-31T12:10:46,8,Executed successfully,user_transaction,4783,9440,101
19000088,1667218246156116,2022-10-31T12:10:46,18,Executed successfully,user_transaction,5776,200000,101
19000089,1667218246156116,2022-10-31T12:10:46,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000090,1667218246355681,2022-10-31T12:10:46,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000091,1667218246355681,2022-10-31T12:10:46,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000092,1667218246631863,2022-10-31T12:10:46,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000093,1667218246631863,2022-10-31T12:10:46,9,Executed successfully,user_transaction,3206,6282,101
19000094,1667218246631863,2022-10-31T12:10:46,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000095,1667218246856673,2022-10-31T12:10:46,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000096,1667218246856673,2022-10-31T12:10:46,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000097,1667218247059349,2022-10-31T12:10:47,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000098,1667218247059349,2022-10-31T12:10:47,11,Executed successfully,user_transaction,7602,15008,101
19000099,1667218247059349,2022-10-31T12:10:47,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000100,1667218247393344,2022-10-31T12:10:47,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000101,1667218247393344,2022-10-31T12:10:47,4,Executed successfully,user_transaction,996,2000,100
19000102,1667218247393344,2022-10-31T12:10:47,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000103,1667218247597257,2022-10-31T12:10:47,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000104,1667218247597257,2022-10-31T12:10:47,5,Executed successfully,user_transaction,1878,20000,101
19000105,1667218247597257,2022-10-31T12:10:47,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000106,1667218247873650,2022-10-31T12:10:47,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000107,1667218247873650,2022-10-31T12:10:47,4,Executed successfully,user_transaction,585,1089108,101
19000108,1667218247873650,2022-10-31T12:10:47,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000109,1667218248148347,2022-10-31T12:10:48,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000110,1667218248148347,2022-10-31T12:10:48,12,Executed successfully,user_transaction,6299,10000,101
19000111,1667218248148347,2022-10-31T12:10:48,5,Executed successfully,user_transaction,1878,20000,101
19000112,1667218248148347,2022-10-31T12:10:48,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000113,1667218248392648,2022-10-31T12:10:48,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000114,1667218248392648,2022-10-31T12:10:48,12,Executed successfully,user_transaction,6299,10000,101
19000115,1667218248392648,2022-10-31T12:10:48,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000116,1667218248608416,2022-10-31T12:10:48,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000117,1667218248608416,2022-10-31T12:10:48,4,Executed successfully,user_transaction,541,1016,101
19000118,1667218248608416,2022-10-31T12:10:48,4,Executed successfully,user_transaction,541,2000,101
19000119,1667218248608416,2022-10-31T12:10:48,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000120,1667218248837161,2022-10-31T12:10:48,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000121,1667218248837161,2022-10-31T12:10:48,11,Executed successfully,user_transaction,4701,10000,101
19000122,1667218248837161,2022-10-31T12:10:48,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000123,1667218249026756,2022-10-31T12:10:49,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000124,1667218249026756,2022-10-31T12:10:49,5,Executed successfully,user_transaction,1538,2000,101
19000125,1667218249026756,2022-10-31T12:10:49,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000126,1667218249274105,2022-10-31T12:10:49,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000127,1667218249274105,2022-10-31T12:10:49,5,Executed successfully,user_transaction,1538,2000,101
19000128,1667218249274105,2022-10-31T12:10:49,5,Executed successfully,user_transaction,1538,2000,101
19000129,1667218249274105,2022-10-31T12:10:49,4,Executed successfully,user_transaction,948,1043,101
19000130,1667218249274105,2022-10-31T12:10:49,4,Executed successfully,user_transaction,541,541,101
19000131,1667218249274105,2022-10-31T12:10:49,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000132,1667218249491723,2022-10-31T12:10:49,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000133,1667218249491723,2022-10-31T12:10:49,5,Executed successfully,user_transaction,1370,2612,101
19000134,1667218249491723,2022-10-31T12:10:49,3,Move abort in 0x777821c78442e17d82c3d7a371f42de7189e4248e529fe6eee6bca40ddbb::APDomain: ENO_NO_PERMISSION(0x5000e): ,user_transaction,436,2000,100
19000135,1667218249491723,2022-10-31T12:10:49,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000136,1667218249684018,2022-10-31T12:10:49,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000137,1667218249684018,2022-10-31T12:10:49,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000138,1667218249948118,2022-10-31T12:10:49,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000139,1667218249948118,2022-10-31T12:10:49,3,Execution failed in 0xbd35135844473187163ca197ca93b2ab014370587bb0ed3befff9e902d6bb541::vault::decrease_available_balance at code offset 4,user_transaction,777,200000,101
19000140,1667218249948118,2022-10-31T12:10:49,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000141,1667218250206644,2022-10-31T12:10:50,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000142,1667218250206644,2022-10-31T12:10:50,4,Executed successfully,user_transaction,541,1016,101
19000143,1667218250206644,2022-10-31T12:10:50,5,Executed successfully,user_transaction,1878,2000,100
19000144,1667218250206644,2022-10-31T12:10:50,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000145,1667218250468114,2022-10-31T12:10:50,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000146,1667218250468114,2022-10-31T12:10:50,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000147,1667218250734807,2022-10-31T12:10:50,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000148,1667218250734807,2022-10-31T12:10:50,5,Executed successfully,user_transaction,1878,3688,101
19000149,1667218250734807,2022-10-31T12:10:50,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000150,1667218250958665,2022-10-31T12:10:50,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000151,1667218250958665,2022-10-31T12:10:50,8,Executed successfully,user_transaction,4791,5673,100
19000152,1667218250958665,2022-10-31T12:10:50,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000153,1667218251162725,2022-10-31T12:10:51,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000154,1667218251162725,2022-10-31T12:10:51,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000155,1667218251373406,2022-10-31T12:10:51,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000156,1667218251373406,2022-10-31T12:10:51,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000157,1667218251902042,2022-10-31T12:10:51,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000158,1667218251902042,2022-10-31T12:10:51,14,Executed successfully,user_transaction,5965,200000,101
19000159,1667218251902042,2022-10-31T12:10:51,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000160,1667218252368157,2022-10-31T12:10:52,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000161,1667218252368157,2022-10-31T12:10:52,4,Executed successfully,user_transaction,541,2000,101
19000162,1667218252368157,2022-10-31T12:10:52,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000163,1667218252593530,2022-10-31T12:10:52,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000164,1667218252593530,2022-10-31T12:10:52,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000165,1667218252828971,2022-10-31T12:10:52,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000166,1667218252828971,2022-10-31T12:10:52,4,Executed successfully,user_transaction,541,2000,101
19000167,1667218252828971,2022-10-31T12:10:52,6,Executed successfully,user_transaction,2037,20000,100
19000168,1667218252828971,2022-10-31T12:10:52,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000169,1667218253057076,2022-10-31T12:10:53,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000170,1667218253057076,2022-10-31T12:10:53,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000171,1667218253279805,2022-10-31T12:10:53,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000172,1667218253279805,2022-10-31T12:10:53,4,Executed successfully,user_transaction,541,2000,101
19000173,1667218253279805,2022-10-31T12:10:53,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000174,1667218253545217,2022-10-31T12:10:53,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000175,1667218253545217,2022-10-31T12:10:53,14,Executed successfully,user_transaction,4056,7984,101
19000176,1667218253545217,2022-10-31T12:10:53,6,Executed successfully,user_transaction,14562,21792,101
19000177,1667218253545217,2022-10-31T12:10:53,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000178,1667218253780972,2022-10-31T12:10:53,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000179,1667218253780972,2022-10-31T12:10:53,14,Executed successfully,user_transaction,5967,200000,101
19000180,1667218253780972,2022-10-31T12:10:53,10,Executed successfully,user_transaction,3158,10000,101
19000181,1667218253780972,2022-10-31T12:10:53,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000182,1667218253985629,2022-10-31T12:10:53,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000183,1667218253985629,2022-10-31T12:10:53,5,Executed successfully,user_transaction,1538,2000,101
19000184,1667218253985629,2022-10-31T12:10:53,5,Executed successfully,user_transaction,1878,2000,101
19000185,1667218253985629,2022-10-31T12:10:53,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000186,1667218254261803,2022-10-31T12:10:54,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000187,1667218254261803,2022-10-31T12:10:54,4,Executed successfully,user_transaction,585,2000,200
19000188,1667218254261803,2022-10-31T12:10:54,5,Executed successfully,user_transaction,1538,2000,101
19000189,1667218254261803,2022-10-31T12:10:54,5,Executed successfully,user_transaction,541,20000,101
19000190,1667218254261803,2022-10-31T12:10:54,8,Executed successfully,user_transaction,4807,5693,100
19000191,1667218254261803,2022-10-31T12:10:54,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000192,1667218254485807,2022-10-31T12:10:54,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000193,1667218254485807,2022-10-31T12:10:54,5,Executed successfully,user_transaction,1538,2000,101
19000194,1667218254485807,2022-10-31T12:10:54,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000195,1667218254708493,2022-10-31T12:10:54,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000196,1667218254708493,2022-10-31T12:10:54,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000197,1667218254898361,2022-10-31T12:10:54,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000198,1667218254898361,2022-10-31T12:10:54,10,Executed successfully,user_transaction,3158,10000,101
19000199,1667218254898361,2022-10-31T12:10:54,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000200,1667218255303828,2022-10-31T12:10:55,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000201,1667218255303828,2022-10-31T12:10:55,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000202,1667218255519464,2022-10-31T12:10:55,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000203,1667218255519464,2022-10-31T12:10:55,8,Executed successfully,user_transaction,4791,5673,100
19000204,1667218255519464,2022-10-31T12:10:55,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000205,1667218255961083,2022-10-31T12:10:55,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000206,1667218255961083,2022-10-31T12:10:55,4,Executed successfully,user_transaction,585,100000,101
19000207,1667218255961083,2022-10-31T12:10:55,5,Executed successfully,user_transaction,1878,100000,101
19000208,1667218255961083,2022-10-31T12:10:55,4,Executed successfully,user_transaction,585,100000,101
19000209,1667218255961083,2022-10-31T12:10:55,4,Executed successfully,user_transaction,585,100000,101
19000210,1667218255961083,2022-10-31T12:10:55,4,Executed successfully,user_transaction,541,2000,101
19000211,1667218255961083,2022-10-31T12:10:55,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000212,1667218256176454,2022-10-31T12:10:56,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000213,1667218256176454,2022-10-31T12:10:56,14,Executed successfully,user_transaction,5925,200000,101
19000214,1667218256176454,2022-10-31T12:10:56,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000215,1667218256423091,2022-10-31T12:10:56,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000216,1667218256423091,2022-10-31T12:10:56,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000217,1667218256656120,2022-10-31T12:10:56,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000218,1667218256656120,2022-10-31T12:10:56,5,Executed successfully,user_transaction,589,10000,101
19000219,1667218256656120,2022-10-31T12:10:56,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000220,1667218256870398,2022-10-31T12:10:56,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000221,1667218256870398,2022-10-31T12:10:56,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000222,1667218257063032,2022-10-31T12:10:57,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000223,1667218257063032,2022-10-31T12:10:57,4,Executed successfully,user_transaction,585,1104,150
19000224,1667218257063032,2022-10-31T12:10:57,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000225,1667218257519208,2022-10-31T12:10:57,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000226,1667218257519208,2022-10-31T12:10:57,4,Executed successfully,user_transaction,541,2000,101
19000227,1667218257519208,2022-10-31T12:10:57,4,Executed successfully,user_transaction,541,2000,101
19000228,1667218257519208,2022-10-31T12:10:57,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000229,1667218257826525,2022-10-31T12:10:57,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000230,1667218257826525,2022-10-31T12:10:57,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000231,1667218258067104,2022-10-31T12:10:58,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000232,1667218258067104,2022-10-31T12:10:58,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000233,1667218258558540,2022-10-31T12:10:58,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000234,1667218258558540,2022-10-31T12:10:58,3,Move abort in 0xa663d27aefe025179518b9f563273b31669940d63929dbdd11ea3e31bf864711::DropArm: EPRE_SALE_NOT_START(0x4): ,user_transaction,465,10000,100
19000235,1667218258558540,2022-10-31T12:10:58,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000236,1667218258740578,2022-10-31T12:10:58,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000237,1667218258740578,2022-10-31T12:10:58,8,Executed successfully,user_transaction,4791,5673,100
19000238,1667218258740578,2022-10-31T12:10:58,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000239,1667218258990801,2022-10-31T12:10:58,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000240,1667218258990801,2022-10-31T12:10:58,11,Executed successfully,user_transaction,4701,10000,101
19000241,1667218258990801,2022-10-31T12:10:58,11,Executed successfully,user_transaction,4701,10000,101
19000242,1667218258990801,2022-10-31T12:10:58,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000243,1667218259224942,2022-10-31T12:10:59,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000244,1667218259224942,2022-10-31T12:10:59,4,Executed successfully,user_transaction,1002,1934,101
19000245,1667218259224942,2022-10-31T12:10:59,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000246,1667218259428953,2022-10-31T12:10:59,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000247,1667218259428953,2022-10-31T12:10:59,4,Executed successfully,user_transaction,541,2000,101
19000248,1667218259428953,2022-10-31T12:10:59,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000249,1667218259625323,2022-10-31T12:10:59,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000250,1667218259625323,2022-10-31T12:10:59,5,Executed successfully,user_transaction,1538,2000,101
19000251,1667218259625323,2022-10-31T12:10:59,12,Executed successfully,user_transaction,4350,8638,101
19000252,1667218259625323,2022-10-31T12:10:59,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000253,1667218259823736,2022-10-31T12:10:59,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000254,1667218259823736,2022-10-31T12:10:59,5,Executed successfully,user_transaction,1367,2606,101
19000255,1667218259823736,2022-10-31T12:10:59,5,Executed successfully,user_transaction,541,2000,100
19000256,1667218259823736,2022-10-31T12:10:59,8,Executed successfully,user_transaction,4807,5693,100
19000257,1667218259823736,2022-10-31T12:10:59,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000258,1667218260027365,2022-10-31T12:11:00,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000259,1667218260027365,2022-10-31T12:11:00,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000260,1667218260297358,2022-10-31T12:11:00,3,Executed successfully,block_metadata_transaction,0,NA,NA
19000261,1667218260297358,2022-10-31T12:11:00,3,Execution failed in 0xbd35135844473187163ca197ca93b2ab014370587bb0ed3befff9e902d6bb541::vault::decrease_available_balance at code offset 4,user_transaction,777,200000,101
19000262,1667218260297358,2022-10-31T12:11:00,11,Executed successfully,user_transaction,4701,10000,101
19000263,1667218260297358,2022-10-31T12:11:00,5,Executed successfully,user_transaction,1538,2000,101
19000264,1667218260297358,2022-10-31T12:11:00,5,Executed successfully,user_transaction,592,1184,100
19000265,1667218260297358,2022-10-31T12:11:00,0,Executed successfully,state_checkpoint_transaction,0,NA,NA
19000266,1667218260585147,2022-10-31T12:11:00,3,Executed successfully,block_metadata_transaction,0,NA,NA
